Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked_Q,Embarked_S
0,3,1,0.2586076903744659,1,0,0.019177122834302632,B96 B98,False,True
0,3,0,0.34656948982156316,1,0,0.030937139635999665,B96 B98,False,True
0,3,1,0.24604171902488062,0,0,0.016908073949327893,B96 B98,False,True
0,2,0,0.4219653179190751,1,0,0.04098927018018883,B96 B98,False,True
0,3,0,0.6355868308620256,0,0,0.015126992566498259,B96 B98,False,True
1,2,0,0.032420206081930136,1,1,0.03659756266088288,B96 B98,False,True
0,3,0,0.2586076903744659,0,0,0.015175789316712771,B96 B98,False,True
0,3,1,0.36792055349407915,3,1,0.049707687947515,B96 B98,False,True
0,3,0,0.36792055349407915,0,0,0.015411575213749286,B96 B98,False,True
0,3,0,0.36792055349407915,0,0,0.013386510079847098,B96 B98,True,False
1,1,1,0.4093993465694898,1,0,0.17566830077223786,C78,True,False
0,2,0,0.36792055349407915,0,0,0.0,B96 B98,False,True
1,3,0,0.5476250314149284,0,0,0.015468569817999833,B96 B98,False,True
0,3,1,0.36792055349407915,0,0,0.015712553569072387,B96 B98,False,True
1,2,1,0.4219653179190751,1,1,0.06343577527886367,B96 B98,False,True
1,2,1,0.22090977632571,0,2,0.025374310111545468,B96 B98,False,True
0,2,0,0.37170143252073384,0,0,0.025374310111545468,B96 B98,False,True
0,3,1,0.12038200552902739,0,2,0.04713766070721715,B96 B98,False,True
0,3,0,0.36792055349407915,0,0,0.015411575213749286,B96 B98,False,False
0,3,0,0.2586076903744659,0,0,0.015094396337354966,B96 B98,True,False
0,3,0,0.35913546117114853,0,0,0.015370976317570811,B96 B98,False,True
0,3,1,0.34656948982156316,1,1,0.028106928123558056,B96 B98,False,True
0,3,0,0.22090977632571,1,1,0.039452172548431745,B96 B98,False,True
0,3,0,0.36792055349407915,0,0,0.014151057562208049,B96 B98,False,True
1,2,1,0.34656948982156316,1,0,0.050748620223090936,B96 B98,False,True
1,2,1,0.2334757476752953,0,0,0.050748620223090936,B96 B98,False,True
0,3,0,0.36792055349407915,0,0,0.015126992566498259,B96 B98,True,False
1,3,0,0.39683337521990447,0,0,0.015712553569072387,E10,False,True
1,1,0,0.34656948982156316,0,0,0.051822148727810165,C52,False,True
1,3,1,0.36792055349407915,1,0,0.031425107138144774,B96 B98,False,True
1,2,1,0.5224930887157577,1,0,0.050748620223090936,B96 B98,False,True
0,3,0,0.20834380497612465,0,0,0.013907073811135496,B96 B98,False,True
0,1,0,0.6230208595124404,1,0,0.1091095334796455,E44,False,True
1,1,1,0.17064589092736868,1,2,0.23422440102965048,B96 B98,False,True
0,3,1,0.2586076903744659,2,2,0.06709553154495196,B96 B98,False,True
1,2,1,0.2963056044232219,2,3,0.03659756266088288,B96 B98,False,True
0,2,0,0.38426740387031916,0,0,0.020494635090094415,B96 B98,False,True
1,2,1,0.5601910027645137,1,1,0.05123658772523604,B96 B98,False,True
0,3,0,0.24604171902488062,0,0,0.018542765081513996,B96 B98,False,True
0,3,0,0.3088715757728072,1,0,0.015175789316712771,B96 B98,False,True
1,2,1,0.34656948982156316,0,0,0.025374310111545468,B96 B98,False,True
1,3,0,0.36792055349407915,0,0,0.015834545444608664,B96 B98,False,True
1,1,0,0.04498617743151546,0,2,0.15977676072337862,A34,False,True
1,2,1,0.15807991957778336,0,1,0.038061465167318204,B96 B98,False,True
1,1,0,0.4219653179190751,0,0,0.051822148727810165,B96 B98,False,True
1,3,1,0.05755214878110078,2,1,0.03758969818624431,B96 B98,False,False
1,1,0,0.648152802211611,0,0,0.05953203526170282,C104,False,True
0,2,0,0.4470972606182458,1,2,0.05416439273810667,B96 B98,False,True
0,3,0,0.36792055349407915,1,0,0.03897240290032268,B96 B98,False,True
0,1,0,0.37170143252073384,0,0,0.05416439273810667,C111,False,False
1,1,0,0.610454888162855,1,0,0.17391981561855152,C92,False,False
0,3,0,0.36792055349407915,0,0,0.015712553569072387,B96 B98,False,True
1,3,0,0.35913546117114853,0,0,0.015411575213749286,B96 B98,False,False
1,1,1,0.36792055349407915,1,0,0.10122885832000206,D21,False,True
1,2,1,0.6230208595124404,0,0,0.020494635090094415,B96 B98,False,True
0,3,0,0.36792055349407915,0,0,0.015126992566498259,B96 B98,True,False
1,1,0,0.5978889168132697,0,0,0.051822148727810165,E12,False,True
0,3,0,0.4219653179190751,0,0,0.015712553569072387,B96 B98,False,True
0,1,0,0.5853229454636844,0,0,0.07514699533034619,E63,False,True
0,2,0,0.5978889168132697,0,0,0.025374310111545468,B96 B98,False,True
0,3,0,0.36792055349407915,0,0,0.015712553569072387,B96 B98,False,True
0,3,0,0.4722292033174164,0,0,0.013760683560491965,B96 B98,False,True
0,2,0,0.36792055349407915,0,0,0.0,B96 B98,False,True
0,3,0,0.36792055349407915,0,0,0.015078195816283748,B96 B98,True,False
0,3,0,0.36792055349407915,0,0,0.014151057562208049,B96 B98,False,True
0,3,0,0.4722292033174164,0,0,0.016908073949327893,B96 B98,False,True
1,2,1,0.4093993465694898,1,2,0.05416439273810667,B96 B98,False,True
1,2,1,0.2837396330736366,0,0,0.026919605597338588,D,False,False
0,3,1,0.2711736617240512,0,0,0.019201521209409888,B96 B98,False,True
0,1,0,0.36792055349407915,0,0,0.10149724044618187,A14,False,True
0,2,0,0.4219653179190751,1,0,0.04098927018018883,B96 B98,False,True
0,3,0,0.35913546117114853,1,0,0.013752485706455927,B96 B98,False,True
0,3,0,0.2711736617240512,0,0,0.014679623960531627,B96 B98,False,True
0,3,0,0.10781603417944208,5,2,0.09154270340242172,B96 B98,False,True
0,2,0,0.36792055349407915,0,0,0.0,B96 B98,False,True
0,3,0,0.6230208595124404,0,0,0.015712553569072387,B96 B98,False,True
1,1,0,0.3088715757728072,1,0,0.17777475888549785,B49,False,False
0,3,1,0.36792055349407915,3,1,0.049707687947515,B96 B98,False,True
1,1,1,0.4345312892686604,1,0,0.17566830077223786,C93,False,True
0,3,0,0.37170143252073384,0,0,0.015712553569072387,B96 B98,False,True
1,3,0,0.10781603417944208,1,1,0.031034733136428686,B96 B98,False,True
0,3,0,0.36792055349407915,1,0,0.03897240290032268,B96 B98,False,True
0,3,0,0.2586076903744659,0,0,0.014151057562208049,B96 B98,False,True
0,3,0,0.2586076903744659,0,0,0.015712553569072387,B96 B98,False,True
0,3,0,0.36792055349407915,0,0,0.028220722145058292,B96 B98,False,False
1,1,1,0.6732847449107816,1,0,0.1527664244005612,D20,False,False
0,3,0,0.36792055349407915,0,0,0.029473237129564348,B96 B98,False,True
0,1,1,0.3088715757728072,1,2,0.29580589980036276,C22 C26,False,True
0,3,0,0.2963056044232219,0,0,0.015216388212891242,B96 B98,False,True
0,3,0,0.20834380497612465,0,0,0.016908073949327893,B96 B98,False,True
0,3,1,0.2586076903744659,0,0,0.015126992566498259,B96 B98,True,False
0,3,1,0.36792055349407915,0,0,0.014891206669461744,B96 B98,True,False
0,3,1,0.4596632319678311,0,0,0.018713553707264782,B96 B98,False,True
1,1,1,0.19577783362653933,0,0,0.16883675574220638,B79,False,True
0,1,0,0.22090977632571,1,0,0.2125586439344078,C65,False,False
1,2,1,0.4093993465694898,0,2,0.050748620223090936,B96 B98,False,True
1,1,0,0.36792055349407915,0,0,0.051822148727810165,B96 B98,False,True
0,3,0,0.34656948982156316,0,0,0.04396587194327397,B96 B98,False,True
1,3,0,0.32143754712239253,0,0,0.11027245763075773,B96 B98,False,True
1,3,0,0.35913546117114853,0,0,0.015126992566498259,B96 B98,True,False
0,3,0,0.36792055349407915,0,0,0.015712553569072387,B96 B98,False,True
1,1,0,0.4470972606182458,0,0,0.05130978285055781,E25,False,True
1,1,1,0.6732847449107816,1,0,0.11594107850967697,B96 B98,False,False
0,3,0,0.2963056044232219,0,0,0.014630827210317117,B96 B98,False,True
0,1,0,0.5853229454636844,0,0,0.06640417918791278,D46,False,True
1,2,1,0.4219653179190751,0,0,0.020494635090094415,F33,False,True
0,3,0,0.36792055349407915,0,0,0.04713766070721715,B96 B98,True,False
1,2,1,0.4470972606182458,1,0,0.050748620223090936,B96 B98,False,True
0,3,0,0.39683337521990447,0,0,0.015411575213749286,B96 B98,False,True
1,1,1,0.37170143252073384,0,0,0.18249984580226933,B73,False,True
0,3,0,0.2711736617240512,0,0,0.015411575213749286,B96 B98,False,True
0,3,0,0.36792055349407915,0,0,0.014102260811993537,B96 B98,False,False
1,1,1,0.5476250314149284,0,1,0.11316786160148591,B18,False,False
0,3,0,0.36792055349407915,0,0,0.014110458666029575,B96 B98,False,False
0,3,0,0.5036441316913798,0,0,0.015126992566498259,B96 B98,True,False
1,2,1,0.6230208595124404,0,0,0.020494635090094415,B96 B98,False,True
0,1,0,0.36792055349407915,0,0,0.4328841690069588,C95,False,True
0,3,0,0.4847951746670017,0,0,0.015468569817999833,B96 B98,False,True
0,2,0,0.2837396330736366,2,1,0.022446505098674838,B96 B98,False,True
0,3,0,0.36792055349407915,0,0,0.014110458666029575,B96 B98,False,False
0,3,0,0.20834380497612465,1,1,0.014110458666029575,B96 B98,False,False
1,3,1,0.36792055349407915,0,2,0.04364049521284362,B96 B98,False,False
0,3,1,0.37170143252073384,0,0,0.016908073949327893,B96 B98,False,True
1,2,1,0.08268409148027142,0,2,0.05123658772523604,B96 B98,False,True
0,1,0,0.5601910027645137,0,0,0.051822148727810165,B38,False,True
1,1,1,0.37170143252073384,0,0,0.20772776566317125,B96 B98,False,False
0,3,0,0.36792055349407915,0,0,0.028302115124416098,B96 B98,False,True
1,1,1,0.2711736617240512,0,2,0.09661756542473082,B39,False,False
1,1,1,0.4470972606182458,0,2,0.13858277060920987,B22,False,True
0,3,1,0.10781603417944208,4,2,0.06104473451835265,B96 B98,False,True
0,3,1,0.1329479768786127,4,2,0.06104473451835265,B96 B98,False,True
1,2,0,0.39683337521990447,1,0,0.050748620223090936,B96 B98,False,True
0,1,0,0.6230208595124404,1,0,0.20772776566317125,C86,False,False
1,2,1,0.2334757476752953,1,0,0.050748620223090936,B96 B98,False,True
1,2,0,0.36792055349407915,0,0,0.02705779799394608,B96 B98,False,False
0,3,0,0.4093993465694898,1,1,0.04006213192611313,B96 B98,False,True
1,2,0,0.09525006282985675,1,1,0.07173122281533045,B96 B98,False,True
1,1,0,0.20834380497612465,0,2,0.21642978772242535,C70,False,False
0,2,0,0.33400351847197784,0,0,0.050748620223090936,B96 B98,False,True
0,3,0,0.36792055349407915,0,0,0.015281580671177828,B96 B98,True,False
1,3,0,0.2711736617240512,0,0,0.014102260811993537,B96 B98,False,False
1,3,1,0.2711736617240512,0,0,0.015175789316712771,B96 B98,False,True
1,1,1,0.5978889168132697,1,0,0.07729405233978466,A16,False,False
0,1,0,0.36792055349407915,0,0,0.4440992237022602,B96 B98,False,False
1,1,1,0.4847951746670017,1,1,0.1554664461834305,E67,False,True
1,3,1,0.4470972606182458,1,0,0.033962538149299316,B96 B98,False,True
0,3,0,0.36792055349407915,0,0,0.015126992566498259,B96 B98,True,False
0,3,0,0.49736114601658704,0,0,0.015411575213749286,B96 B98,False,True
0,2,0,0.34656948982156316,0,0,0.026350245115835676,B96 B98,False,True
0,3,0,0.36792055349407915,0,0,0.015712553569072387,B96 B98,False,True
0,3,1,0.36792055349407915,0,0,0.015712553569072387,B96 B98,False,True
0,3,0,0.2963056044232219,2,0,0.04713766070721715,B96 B98,False,True
0,3,0,0.2334757476752953,0,0,0.015411575213749286,B96 B98,False,True
0,3,1,0.35913546117114853,0,4,0.04113566043083236,B96 B98,False,True
0,3,0,0.36792055349407915,0,0,0.014110458666029575,B96 B98,False,False
1,3,0,0.39683337521990447,0,0,0.015330377421392339,B96 B98,False,True
1,1,1,0.6607187735611963,2,0,0.10048070654571319,C101,False,True
1,1,0,0.4470972606182458,0,0,0.051504969851415845,E25,False,True
1,3,1,0.36792055349407915,0,0,0.015126992566498259,B96 B98,True,False
0,3,0,0.19577783362653933,0,0,0.015712553569072387,B96 B98,False,True
0,3,0,0.2334757476752953,0,0,0.028302115124416098,B96 B98,False,True
1,2,1,0.4219653179190751,0,0,0.025374310111545468,B96 B98,False,True
1,1,1,0.4847951746670017,1,0,0.1091095334796455,E44,False,True
0,3,1,0.36792055349407915,1,0,0.028220722145058292,B96 B98,False,False
1,3,0,0.39683337521990447,0,0,0.015468569817999833,B96 B98,False,True
1,2,1,0.3088715757728072,1,1,0.05855610025741262,B96 B98,False,True
1,1,1,0.4847951746670017,1,1,0.21642978772242535,C68,False,False
0,2,0,0.6732847449107816,0,0,0.050748620223090936,B96 B98,False,True
0,1,0,0.4470972606182458,0,0,0.07831878409428937,A10,False,False
0,3,0,0.36792055349407915,0,0,0.017005667449756914,B96 B98,False,False
1,1,1,0.22090977632571,0,2,0.1554664461834305,E68,False,True
0,2,0,0.5853229454636844,0,0,0.02927805012870631,B96 B98,False,True
0,3,0,0.2711736617240512,0,0,0.015712553569072387,B96 B98,False,True
0,3,0,0.36792055349407915,0,0,0.015712553569072387,B96 B98,False,True
0,3,0,0.4345312892686604,0,0,0.013907073811135496,B96 B98,False,True
1,1,1,0.648152802211611,1,0,0.1527664244005612,D20,False,False
0,3,0,0.5853229454636844,0,0,0.014151057562208049,B96 B98,False,True
0,3,1,0.36792055349407915,0,2,0.015126992566498259,B96 B98,True,False
0,2,0,0.4596632319678311,1,0,0.050748620223090936,B96 B98,False,True
0,3,0,0.4470972606182458,1,1,0.04713766070721715,B96 B98,False,True
1,2,1,0.36792055349407915,0,0,0.06441171028315387,B96 B98,False,True
0,3,0,0.610454888162855,0,0,0.0,B96 B98,False,True
0,3,0,0.36792055349407915,0,0,0.014102260811993537,B96 B98,False,False
1,1,0,0.610454888162855,1,0,0.11111839809247648,A20,False,False
1,2,1,0.2963056044232219,2,1,0.05270049023167135,B96 B98,False,True
0,3,0,0.36792055349407915,0,0,0.015411575213749286,B96 B98,False,True
0,1,0,0.36792055349407915,0,0,0.08275928836380983,B96 B98,False,True
0,3,0,0.5476250314149284,0,0,0.015712553569072387,B96 B98,False,True
1,1,0,0.4345312892686604,0,0,0.051822148727810165,B96 B98,False,False
0,3,0,0.4470972606182458,1,0,0.030351578633425542,B96 B98,False,True
0,3,0,0.37170143252073384,0,0,0.015411575213749286,B96 B98,False,True
1,1,0,0.33400351847197784,0,0,0.05953203526170282,B96 B98,False,True
1,2,1,0.2711736617240512,1,2,0.08115719346076702,B96 B98,False,False
1,1,1,0.49736114601658704,0,0,0.2995388511917728,C125,False,True
0,3,1,0.4847951746670017,1,5,0.06104473451835265,B96 B98,False,True
0,3,0,0.36792055349407915,0,0,0.013760683560491965,B96 B98,False,True
1,3,1,0.36792055349407915,1,0,0.030253985132996517,B96 B98,True,False
0,3,0,0.36792055349407915,0,0,0.015126992566498259,B96 B98,True,False
0,3,0,0.4345312892686604,0,0,0.015712553569072387,B96 B98,False,True
1,2,1,0.2963056044232219,1,2,0.12687155055772734,B96 B98,False,True
0,3,0,0.4219653179190751,1,1,0.028106928123558056,B96 B98,False,True
0,3,1,0.32143754712239253,1,0,0.031425107138144774,B96 B98,False,True
1,2,1,0.04498617743151546,2,1,0.07612293033463641,F4,False,True
0,2,0,0.32143754712239253,0,0,0.020494635090094415,B96 B98,False,True
0,3,0,0.33400351847197784,1,0,0.028212719478023115,B96 B98,False,False
1,1,0,0.5224930887157577,1,0,0.10257896680493714,D19,False,True
1,3,0,0.24604171902488062,1,1,0.030725752114070404,B96 B98,False,False
0,3,0,0.2586076903744659,0,0,0.015330377421392339,B96 B98,False,True
0,3,0,0.2586076903744659,0,0,0.031425107138144774,B96 B98,False,True
1,1,1,0.2586076903744659,0,0,0.15216446768991498,D9,False,True
0,3,0,0.32143754712239253,0,0,0.015411575213749286,B96 B98,False,True
0,3,0,0.36792055349407915,0,0,0.015094396337354966,B96 B98,True,False
0,3,0,0.6355868308620256,0,0,0.013768881414528002,B96 B98,False,True
1,1,0,0.39683337521990447,0,0,0.05953203526170282,B50,False,False
0,1,0,0.36792055349407915,0,0,0.0,B96 B98,False,True
0,3,1,0.10781603417944208,3,2,0.05445717323939373,B96 B98,False,True
1,2,1,0.34656948982156316,0,0,0.025374310111545468,B96 B98,False,True
0,3,0,0.39683337521990447,0,0,0.015468569817999833,B96 B98,False,True
0,2,0,0.38426740387031916,1,1,0.05123658772523604,B96 B98,False,True
0,3,1,0.5099271173661725,0,5,0.07746484096553544,B96 B98,False,True
0,3,0,0.36792055349407915,1,0,0.031425107138144774,B96 B98,False,True
0,3,0,0.24604171902488062,0,0,0.015330377421392339,B96 B98,False,True
1,1,1,0.2963056044232219,0,0,0.13526459159462315,B35,False,False
1,3,0,0.36792055349407915,0,0,0.11027245763075773,B96 B98,False,True
1,1,0,0.5978889168132697,1,0,0.1497654242623688,D33,False,False
0,3,0,0.2334757476752953,0,0,0.015411575213749286,B96 B98,False,True
0,3,0,0.36792055349407915,0,0,0.014736618564782174,B96 B98,False,True
1,3,1,0.2837396330736366,0,0,0.014736618564782174,B96 B98,False,True
0,3,0,0.36792055349407915,0,0,0.015411575213749286,B96 B98,False,True
1,2,1,0.22090977632571,0,1,0.044893010197349675,B96 B98,False,True
0,3,0,0.2586076903744659,0,0,0.01646070534336126,B96 B98,False,True
1,3,1,0.36792055349407915,0,0,0.015281580671177828,B96 B98,True,False
0,3,1,0.22090977632571,0,0,0.013175122557917838,B96 B98,True,False
0,2,0,0.2963056044232219,2,0,0.1434624456306609,B96 B98,False,True
0,3,0,0.36792055349407915,0,0,0.015411575213749286,B96 B98,False,True
0,3,1,0.39683337521990447,1,1,0.030253985132996517,B96 B98,True,False
0,2,0,0.2837396330736366,0,0,0.025374310111545468,B96 B98,False,True
1,1,0,0.6230208595124404,2,0,0.2608674266467732,B96 B98,False,True
0,3,0,0.49736114601658704,0,0,0.014102260811993537,B96 B98,False,False
0,1,0,0.5853229454636844,0,0,0.04994347384455151,E58,False,True
0,3,0,0.4470972606182458,0,0,0.014630827210317117,B96 B98,False,True
1,3,0,0.24604171902488062,1,0,0.015468569817999833,B96 B98,False,True
0,2,0,0.39683337521990447,2,0,0.1434624456306609,B96 B98,False,True
0,2,0,0.3088715757728072,0,0,0.025374310111545468,B96 B98,False,True
0,3,0,0.36792055349407915,0,0,0.015175789316712771,B96 B98,False,True
0,3,0,0.5350590600653431,0,0,0.015712553569072387,B96 B98,False,True
1,1,1,0.36792055349407915,1,0,0.10149724044618187,C126,False,True
1,2,1,0.49736114601658704,1,1,0.07612293033463641,B96 B98,False,True
0,1,0,0.38426740387031916,1,0,0.10149724044618187,B71,False,True
1,2,0,0.38426740387031916,0,0,0.025374310111545468,B96 B98,False,True
0,2,0,0.36792055349407915,0,0,0.0,B96 B98,False,True
0,3,0,0.22090977632571,0,0,0.015175789316712771,B96 B98,False,True
0,3,0,0.30258859009801453,0,0,0.015712553569072387,B96 B98,False,True
1,3,1,0.22090977632571,0,0,0.019209719063445922,B96 B98,False,True
0,3,1,0.5350590600653431,1,6,0.09154270340242172,B96 B98,False,True
1,1,0,0.4470972606182458,0,1,1.0,B51 B53 B55,False,False
0,3,1,0.36792055349407915,0,0,0.01588334219482317,B96 B98,True,False
1,1,0,0.33400351847197784,0,0,0.1497654242623688,D49,False,False
0,3,0,0.24604171902488062,0,0,0.01800600082915438,B96 B98,False,True
0,3,0,0.17064589092736868,5,2,0.09154270340242172,B96 B98,False,True
0,2,0,0.3088715757728072,1,2,0.08115719346076702,B96 B98,False,False
0,3,0,0.17064589092736868,4,1,0.07746484096553544,B96 B98,False,True
0,3,0,0.2334757476752953,0,0,0.019852079483269742,B96 B98,False,True
0,3,0,0.22090977632571,0,0,0.015216388212891242,B96 B98,False,True
1,1,1,0.18321186227695402,0,1,0.41250332793836464,B5,False,True
1,1,0,0.38426740387031916,1,0,0.11125659048908397,B20,False,True
1,3,1,0.04498617743151546,0,1,0.026187654344120927,B96 B98,False,False
1,3,0,0.36792055349407915,0,0,0.11027245763075773,B96 B98,False,True
0,3,0,0.3088715757728072,0,0,0.014102260811993537,B96 B98,False,False
0,2,0,0.648152802211611,0,0,0.026350245115835676,B96 B98,False,True
0,3,0,0.5476250314149284,0,0,0.015712553569072387,B96 B98,False,True
1,3,1,0.36792055349407915,0,0,0.015094396337354966,B96 B98,True,False
0,1,0,0.610454888162855,1,1,0.21642978772242535,C68,False,False
0,3,0,0.5224930887157577,0,0,0.014931805565640218,F G63,False,True
1,1,1,0.22090977632571,1,0,0.4440992237022602,C62 C64,False,False
1,1,0,0.4345312892686604,0,0,0.05130978285055781,E24,False,True
0,3,1,0.22090977632571,0,1,0.028212719478023115,B96 B98,False,False
0,3,0,0.3088715757728072,0,0,0.015110792045427042,B96 B98,True,False
0,3,0,0.32143754712239253,1,0,0.015330377421392339,B96 B98,False,True
0,2,0,0.4847951746670017,0,0,0.050748620223090936,B96 B98,False,True
1,2,1,0.5601910027645137,0,0,0.026350245115835676,B96 B98,False,True
1,1,0,0.5224930887157577,0,0,0.05130978285055781,E24,False,True
1,1,1,0.2711736617240512,0,0,0.29580589980036276,B96 B98,False,True
1,3,0,0.36792055349407915,1,1,0.029757819776815374,B96 B98,False,False
1,1,1,0.2963056044232219,0,0,0.09662576327876685,C90,False,False
0,1,0,0.36792055349407915,0,0,0.051822148727810165,C124,False,True
1,1,0,0.5978889168132697,1,0,0.10149724044618187,C126,False,True
0,3,0,0.35913546117114853,0,0,0.018510168852370702,B96 B98,False,True
0,2,0,0.648152802211611,0,0,0.025374310111545468,B96 B98,False,True
0,3,0,0.2334757476752953,0,0,0.014931805565640218,F G73,False,True
1,1,1,0.4722292033174164,0,0,0.4440992237022602,C45,False,False
1,2,1,0.33400351847197784,0,0,0.020494635090094415,E101,False,True
0,3,0,0.36792055349407915,0,0,0.030253985132996517,B96 B98,True,False
0,3,0,0.4093993465694898,0,0,0.015175789316712771,B96 B98,False,True
1,2,1,0.0701181201306861,0,1,0.06441171028315387,B96 B98,False,True
0,3,0,0.20834380497612465,1,0,0.013768881414528002,B96 B98,False,True
0,2,0,0.4219653179190751,0,0,0.025374310111545468,B96 B98,False,True
0,2,0,0.6230208595124404,0,0,0.025374310111545468,B96 B98,False,True
1,1,0,0.33400351847197784,1,0,0.10364429745562033,E8,False,True
0,3,0,0.24604171902488062,0,0,0.016908073949327893,B96 B98,False,True
1,2,1,0.37170143252073384,3,0,0.04098927018018883,B96 B98,False,True
1,3,1,0.36792055349407915,0,0,0.015102594191391004,B96 B98,True,False
0,2,0,0.3088715757728072,1,0,0.050748620223090936,B96 B98,False,True
0,3,1,0.3088715757728072,1,0,0.015468569817999833,B96 B98,False,True
1,1,1,0.35913546117114853,0,0,0.41250332793836464,B5,False,True
0,3,0,0.1329479768786127,0,0,0.036670757786204655,B96 B98,False,False
0,2,0,0.36792055349407915,0,0,0.0,B96 B98,False,True
0,2,0,0.2837396330736366,0,0,0.025374310111545468,B96 B98,False,True
0,2,0,0.2837396330736366,0,0,0.025374310111545468,B96 B98,False,True
0,3,0,0.35285247549635584,0,0,0.031425107138144774,B96 B98,False,True
0,3,1,0.5978889168132697,1,3,0.06709553154495196,B96 B98,False,True
1,1,0,0.4345312892686604,0,0,1.0,B101,False,False
0,3,0,0.36792055349407915,0,0,0.015411575213749286,B96 B98,False,True
0,3,0,0.36792055349407915,0,0,0.015411575213749286,B96 B98,False,True
1,1,0,0.36792055349407915,0,0,0.05855610025741262,D45,False,True
0,1,0,0.4470972606182458,1,0,0.15390495017656614,C46,False,True
1,1,1,0.2586076903744659,2,2,0.5121218935012878,B57 B59 B63 B66,False,False
0,3,0,0.2963056044232219,1,0,0.031425107138144774,B96 B98,False,True
1,3,0,0.38426740387031916,0,0,0.015468569817999833,B96 B98,False,True
0,3,0,0.19577783362653933,1,1,0.03952536767375352,B96 B98,False,True
1,2,1,0.37170143252073384,0,0,0.025374310111545468,B96 B98,False,True
0,1,0,0.2334757476752953,1,0,0.10364429745562033,D30,False,True
0,3,0,0.38426740387031916,0,0,0.015126992566498259,B96 B98,True,False
1,2,1,0.04498617743151546,1,1,0.044893010197349675,B96 B98,False,True
1,3,0,0.0701181201306861,0,1,0.024349578357040744,E121,False,True
0,3,0,0.4093993465694898,0,0,0.018542765081513996,B96 B98,False,True
0,3,0,0.2837396330736366,0,0,0.015411575213749286,B96 B98,False,True
1,2,1,0.5978889168132697,1,2,0.12687155055772734,B96 B98,False,True
0,3,0,0.34656948982156316,0,0,0.015216388212891242,B96 B98,False,True
0,2,0,0.22090977632571,0,0,0.022446505098674838,B96 B98,False,True
0,3,0,0.4219653179190751,0,0,0.015712553569072387,B96 B98,False,True
1,1,1,0.4093993465694898,0,0,0.16883675574220638,B77,False,True
0,3,0,0.36792055349407915,0,0,0.028302115124416098,B96 B98,False,True
0,3,0,0.5099271173661725,0,0,0.013907073811135496,B96 B98,False,True
1,3,0,0.24604171902488062,0,0,0.014110458666029575,B96 B98,False,False
1,1,1,0.4470972606182458,1,2,0.23422440102965048,B96 B98,False,True
0,3,0,0.19577783362653933,0,0,0.015175789316712771,B96 B98,False,True
1,1,1,0.6355868308620256,1,0,0.15216446768991498,D11,False,True
0,1,0,0.36792055349407915,0,0,0.07729405233978466,B96 B98,False,False
0,3,1,0.3779844181955265,0,0,0.015126992566498259,B96 B98,True,False
0,3,0,0.36792055349407915,1,0,0.04713766070721715,B96 B98,True,False
0,3,0,0.39683337521990447,0,0,0.016322512946753766,B96 B98,False,True
0,3,0,0.2963056044232219,0,0,0.018542765081513996,B96 B98,False,True
0,3,0,0.5978889168132697,0,0,0.015330377421392339,B96 B98,False,True
0,3,0,0.36792055349407915,0,0,0.014102260811993537,B96 B98,False,False
1,2,1,0.6732847449107816,1,3,0.044893010197349675,B96 B98,False,True
0,3,0,0.22090977632571,0,0,0.015126992566498259,B96 B98,False,True
0,3,0,0.36792055349407915,0,0,0.015126992566498259,F38,True,False
1,3,1,0.05755214878110078,0,0,0.024349578357040744,B96 B98,False,True
0,3,0,0.36792055349407915,0,0,0.015102594191391004,B96 B98,True,False
1,1,1,0.5350590600653431,0,1,0.41250332793836464,B3,False,True
1,3,1,0.15807991957778336,0,0,0.014110458666029575,B96 B98,False,False
1,1,1,0.20834380497612465,1,0,0.11125659048908397,B20,False,True
0,1,0,0.35913546117114853,0,0,0.05855610025741262,D6,False,True
0,3,0,0.36792055349407915,1,2,0.04577135170121086,B96 B98,False,True
0,3,0,0.3088715757728072,0,0,0.013760683560491965,B96 B98,False,True
0,3,0,0.3088715757728072,0,0,0.014151057562208049,B96 B98,False,True
1,3,1,0.22090977632571,0,0,0.014630827210317117,B96 B98,False,True
0,3,0,0.09525006282985675,4,1,0.05684821399990475,B96 B98,True,False
0,1,0,0.5727569741140991,0,0,0.15458810467956932,B82 B84,False,False
0,3,0,0.36792055349407915,0,0,0.015126992566498259,B96 B98,True,False
0,2,0,0.19577783362653933,0,0,0.050748620223090936,B96 B98,False,True
0,3,1,0.36792055349407915,8,2,0.13575255909676825,B96 B98,False,True
0,1,0,0.36792055349407915,0,0,0.05991421140938287,B96 B98,False,False
0,3,0,0.3088715757728072,0,0,0.015411575213749286,B96 B98,False,True
0,2,0,0.4847951746670017,0,0,0.025374310111545468,B96 B98,False,True
1,1,1,0.610454888162855,0,0,0.050610427826483444,D17,False,True
1,3,1,0.38426740387031916,0,0,0.016948672845506364,B96 B98,False,True
0,3,0,0.37170143252073384,0,0,0.014110458666029575,B96 B98,False,False
0,3,1,0.37170143252073384,1,1,0.04713766070721715,B96 B98,False,True
0,2,0,0.4219653179190751,0,0,0.025374310111545468,B96 B98,False,True
1,2,1,0.38426740387031916,1,1,0.05123658772523604,B96 B98,False,True
1,1,0,0.1329479768786127,1,2,0.23422440102965048,B96 B98,False,True
1,3,0,0.33400351847197784,0,0,0.013614293309848433,B96 B98,False,True
